@RELATION SimpleBotHROM
@ATTRIBUTE raised_preflop {never,sometimes,always}
@ATTRIBUTE raised_flop {never,sometimes,always}
@ATTRIBUTE raised_turn {never,sometimes,always}
@ATTRIBUTE raised_river {never,sometimes,always}
@ATTRIBUTE c_card_1_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE c_card_2_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE c_card_3_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE c_card_4_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE c_card_5_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE num_suited_flop {1,2,3}
@ATTRIBUTE num_suited_turn {1,2,3,4,22}
@ATTRIBUTE num_suited_river {0,3,4,5}
@ATTRIBUTE hand_strength NUMERIC
@DATA
never,never,never,never,3,9,T,J,K,3,3,3,134.0548589341693
always,sometimes,sometimes,never,2,5,6,7,8,1,2,0,868.1363636363636
sometimes,sometimes,sometimes,sometimes,3,7,9,9,A,2,2,0,1412.2564102564102
never,never,never,never,5,7,J,Q,K,2,3,3,158.11598746081503
never,sometimes,always,sometimes,4,5,7,9,J,2,3,3,614.0895104895105
never,never,never,never,3,3,4,4,J,1,1,0,1143.058275058275
never,never,never,never,2,6,9,T,Q,1,2,0,72.78996865203762
never,never,never,never,6,6,8,9,J,2,2,0,560.4944055944056
never,sometimes,never,never,4,5,8,Q,A,2,3,4,454.5153846153846
never,never,never,never,5,J,Q,A,A,2,22,3,1106.134965034965
never,always,always,sometimes,2,T,T,J,A,2,2,3,1614.1550116550115
sometimes,always,sometimes,never,2,4,4,8,A,2,2,0,457.2405594405594
never,never,never,never,2,7,8,9,Q,1,1,0,254.76489028213166
never,always,never,never,6,T,J,J,K,2,2,0,1372.3531468531469
never,sometimes,always,always,2,2,3,6,9,2,2,0,1639.6608391608393
never,never,never,never,2,3,3,6,7,2,22,0,339.75524475524475
never,never,never,never,2,6,7,J,K,2,3,3,132.84169278996865
always,never,sometimes,never,3,6,7,9,T,1,1,0,91.7962382445141
never,never,never,never,4,9,Q,K,K,1,2,0,1057.081818181818
never,always,never,never,2,4,6,T,A,2,22,3,217.15673981191222
never,never,never,never,3,3,5,9,T,2,2,0,358.5286713286713
never,never,never,never,4,7,8,9,K,2,2,3,156.90282131661442
never,always,never,never,4,4,9,J,Q,1,1,0,454.8181818181818
never,always,never,sometimes,5,6,9,T,Q,1,1,0,691.6055944055944
never,never,never,never,2,3,T,Q,K,2,3,3,307.65874125874126
never,never,never,never,4,7,Q,A,A,1,2,0,1104.0153846153846
never,never,never,never,2,4,6,7,A,1,2,3,228.88401253918497
never,never,never,never,4,9,T,A,A,2,2,3,1082.8195804195805
never,always,sometimes,always,4,8,J,Q,K,2,2,0,906.8944055944056
never,never,never,never,2,3,7,9,A,2,22,3,247.28369905956112
never,never,never,never,2,4,8,Q,K,1,2,0,252.9451410658307
never,always,never,never,3,5,8,9,T,2,2,3,183.18808777429467
never,always,sometimes,never,2,9,T,T,K,2,22,3,1313.3916083916083
always,always,sometimes,never,3,3,4,5,6,3,3,3,1427.7412587412587
never,never,sometimes,sometimes,3,7,8,J,A,2,2,0,1261.576923076923
never,never,always,never,2,2,T,J,Q,3,3,3,1639.8776223776224
never,never,never,never,2,7,8,J,K,2,2,0,132.84169278996865
never,always,sometimes,never,5,6,8,J,A,2,3,3,918.0979020979021
never,never,never,never,5,7,8,9,9,1,2,3,790.0146853146853
always,never,never,never,2,3,4,6,6,2,2,0,570.1839160839161
never,never,never,never,3,7,8,9,T,2,3,3,341.57202797202797
never,sometimes,sometimes,never,3,7,9,J,A,2,22,3,258.0
never,sometimes,always,never,9,T,T,K,A,1,2,0,1543.2820512820513
never,never,never,never,2,2,2,5,9,2,2,0,1639.7692307692307
never,always,always,never,3,6,6,9,T,2,22,3,590.4713286713286
never,never,never,never,5,7,9,Q,K,2,22,0,144.16457680250784
never,never,never,never,3,5,8,K,A,1,2,0,390.0195804195804
never,never,never,never,2,4,8,9,K,2,2,0,105.74764890282131
always,always,always,sometimes,5,T,J,A,A,1,2,0,1930.8076923076924
never,never,never,sometimes,3,8,9,K,A,1,2,0,790.0146853146853
never,always,sometimes,never,2,J,J,Q,Q,2,22,0,1483.1293706293707
always,never,always,never,5,6,T,T,A,2,2,0,854.5104895104895
never,never,always,sometimes,3,3,3,9,Q,1,2,0,1877.551282051282
never,sometimes,always,sometimes,4,4,9,T,J,2,2,0,452.09300699300695
never,always,always,sometimes,4,7,J,J,K,2,22,0,1917.2948717948718
sometimes,always,always,always,5,5,8,T,A,2,2,0,1581.9941724941725
never,never,never,always,6,7,7,8,8,1,2,0,1260.981351981352
never,never,sometimes,sometimes,7,7,T,T,Q,2,2,3,1477.7692307692307
always,never,never,never,3,4,5,7,9,1,2,3,210.4843260188088
always,sometimes,sometimes,never,4,4,5,9,K,2,2,0,457.2405594405594
never,never,never,never,5,6,J,Q,Q,2,22,3,1450.3729603729603
never,sometimes,never,always,3,3,7,8,K,1,2,0,1202.0198135198136
always,never,never,never,3,5,8,8,K,2,22,3,1228.2249417249418
never,sometimes,always,sometimes,3,5,8,T,K,2,2,0,507.5048951048951
never,never,always,sometimes,5,J,J,K,K,2,22,0,1549.8333333333333
never,never,never,sometimes,2,4,7,Q,K,2,22,0,640.1300699300699
never,never,never,never,2,6,Q,A,A,1,2,0,1096.4454545454546
always,always,always,always,4,5,9,T,J,2,2,0,918.4006993006993
always,sometimes,always,always,6,7,8,Q,K,2,2,0,906.8944055944056
never,always,sometimes,sometimes,3,9,Q,K,A,2,2,0,1556.3846153846152
never,always,always,sometimes,5,7,8,J,K,2,22,0,724.0048951048951
sometimes,never,never,always,5,T,J,J,A,2,3,3,1621.3018648018647
never,never,never,never,5,6,6,7,A,1,2,0,1189.5128205128206
never,never,never,never,4,6,8,8,J,2,2,0,717.6461538461538
always,sometimes,sometimes,never,3,3,8,K,A,2,3,4,1569.4871794871794
never,never,never,never,6,8,8,9,K,2,2,3,723.3993006993007
never,sometimes,never,sometimes,9,T,J,K,K,2,2,0,1780.2
never,always,never,never,4,T,Q,K,K,1,2,0,1523.032634032634
never,never,never,sometimes,3,8,9,9,K,2,2,0,1306.8403263403263
never,always,always,never,3,4,4,J,Q,1,2,0,454.8181818181818
never,never,never,never,9,T,J,J,A,2,3,3,918.4006993006993
sometimes,never,always,sometimes,4,5,9,T,J,2,22,0,249.10344827586206
never,always,always,sometimes,2,8,9,A,A,1,2,0,1725.6153846153845
always,never,never,sometimes,2,5,6,9,T,2,2,0,316.4398601398601
never,never,never,never,4,6,7,J,Q,1,1,0,90.58307210031347
never,always,never,never,9,K,K,K,A,2,2,0,1924.051282051282
never,always,never,never,2,4,6,7,9,2,3,3,566.8531468531469
never,sometimes,sometimes,always,2,3,5,7,A,2,3,3,778.5083916083917
never,never,always,always,4,5,K,K,A,2,2,0,1733.8
always,sometimes,always,sometimes,4,5,6,9,9,1,1,0,1263.9592074592074
never,never,always,sometimes,2,9,T,Q,A,1,2,0,854.2076923076924
never,sometimes,always,always,2,2,3,3,K,2,22,0,1130.551282051282
never,always,always,sometimes,2,4,9,K,A,1,2,0,456.93776223776223
never,always,sometimes,never,3,3,9,Q,K,2,22,3,1431.3146853146854
always,never,always,never,3,3,6,T,A,1,2,0,1431.9102564102564
never,always,always,never,3,5,6,J,J,2,22,0,1392.602564102564
never,sometimes,sometimes,never,2,9,T,T,Q,2,2,0,854.2076923076924
always,never,always,sometimes,3,3,9,J,A,2,2,0,1497.423076923077
never,sometimes,never,never,5,7,J,Q,A,1,2,0,987.1356643356644
always,always,always,sometimes,2,3,6,7,T,2,3,4,879.037062937063
never,never,always,sometimes,8,8,8,J,Q,1,2,0,1902.1923076923076
never,always,never,never,2,2,3,J,A,1,2,3,1169.8589743589744
never,sometimes,always,sometimes,2,3,5,T,Q,2,2,0,521.1307692307691
always,sometimes,never,never,5,7,8,K,K,1,2,0,1056.4762237762238
never,always,always,always,3,7,7,8,K,2,22,3,1898.2179487179487
never,always,never,sometimes,2,3,6,6,7,2,2,3,1219.8869463869464
never,never,never,never,7,8,8,J,Q,2,2,3,693.4223776223776
sometimes,never,never,never,2,3,3,7,J,3,3,3,1130.551282051282
always,always,never,sometimes,2,2,T,T,T,1,1,0,1912.525641025641
never,sometimes,always,never,3,5,T,T,A,2,2,0,1346.7435897435898
never,never,never,never,2,5,7,T,T,2,2,3,805.7601398601398
never,never,never,never,3,6,8,Q,Q,2,2,0,940.8076923076923
never,sometimes,never,never,3,4,7,8,K,2,2,3,390.0195804195804
never,never,never,never,4,6,7,9,Q,2,2,0,622.5678321678322
never,always,always,never,3,4,6,T,T,2,22,0,1339.5967365967367
never,always,always,always,7,Q,Q,K,K,2,3,3,1926.8333333333333
never,never,never,never,3,4,5,6,A,2,2,0,219.58307210031347
always,never,never,never,2,6,7,8,9,2,3,3,86.33699059561128
never,always,sometimes,always,2,3,8,J,K,2,3,3,1022.2601398601398
never,sometimes,always,sometimes,2,J,Q,Q,K,2,2,0,1424.7634032634032
always,sometimes,always,never,3,7,8,9,J,2,2,0,958.0671328671328
always,sometimes,sometimes,sometimes,6,6,7,9,J,1,1,0,1515.8857808857808
always,never,sometimes,always,4,6,7,9,J,2,22,3,1828.7564604541894
always,always,never,never,3,3,5,7,9,2,22,0,380.63286713286715
never,sometimes,sometimes,never,2,5,7,7,8,1,2,0,647.3972027972028
never,sometimes,sometimes,sometimes,5,J,Q,K,A,2,22,3,1621.897435897436
never,always,never,sometimes,2,5,9,T,J,2,2,3,483.2811188811189
always,always,always,never,3,5,5,Q,A,3,3,3,1581.9941724941725
never,always,sometimes,never,2,4,4,7,8,2,2,0,445.7342657342657
sometimes,never,sometimes,never,2,5,9,T,A,2,3,3,1104.6209790209791
always,always,always,never,5,J,Q,K,A,1,2,0,1621.897435897436
never,sometimes,sometimes,never,2,4,5,Q,Q,2,2,3,1442.034965034965
never,always,always,sometimes,5,6,8,9,9,2,2,0,1757.0
always,always,never,never,5,5,6,9,K,1,2,0,1333.0454545454545
never,always,never,never,2,8,T,A,A,1,1,0,1607.0081585081584
never,sometimes,never,never,3,3,8,T,J,2,2,0,371.85174825174823
never,sometimes,sometimes,sometimes,2,3,5,6,A,2,2,0,578.6622377622377
never,never,never,never,2,7,9,J,Q,2,3,4,223.22257053291537
never,always,never,sometimes,2,2,J,J,A,2,3,3,1619.5151515151515
never,always,never,never,4,9,Q,Q,K,1,2,0,990.1636363636363
always,never,always,sometimes,6,8,T,Q,A,2,22,3,1858.1597494126859
always,sometimes,always,sometimes,3,3,9,9,J,1,2,0,1535.539627039627
always,always,never,never,6,8,K,A,A,2,2,0,1628.448717948718
never,always,always,always,2,5,6,8,J,2,22,3,747.3202797202797
never,always,never,never,5,T,Q,K,A,1,2,0,256.1802507836991
never,sometimes,never,never,2,8,8,T,K,2,2,0,724.3076923076924
never,never,sometimes,sometimes,4,T,K,A,A,2,22,3,1615.3461538461538
never,sometimes,sometimes,never,2,4,8,8,T,1,2,0,702.5062937062937
never,never,never,never,6,6,9,J,Q,2,22,3,560.4944055944056
never,never,never,never,5,8,J,K,A,2,22,0,249.10344827586206
never,never,never,never,8,9,T,J,Q,1,2,0,1774.4
never,always,always,sometimes,5,6,6,6,A,2,22,0,1890.6666666666667
never,sometimes,sometimes,never,2,3,5,A,A,2,22,3,1111.5853146853146
never,never,always,never,2,6,T,A,A,2,3,4,1614.1550116550115
always,always,sometimes,sometimes,3,6,7,A,A,1,2,0,1724.5314685314686
never,always,sometimes,always,3,4,9,T,J,1,2,0,616.5118881118881
never,never,always,sometimes,4,8,9,9,J,2,3,3,1306.2447552447552
never,always,sometimes,sometimes,3,7,J,Q,A,1,2,0,1107.3461538461538
never,always,never,sometimes,3,T,J,J,A,2,3,3,1620.7062937062938
never,never,never,never,2,3,4,5,9,1,1,0,1739.6
never,always,sometimes,sometimes,4,7,8,9,Q,2,3,3,627.1097902097902
never,sometimes,never,never,2,6,8,Q,K,2,3,3,257.79780564263325
always,sometimes,never,sometimes,2,6,T,Q,Q,2,2,3,1483.1293706293707
never,sometimes,sometimes,always,8,T,J,K,K,2,2,0,1542.090909090909
never,never,never,always,2,3,4,Q,K,1,2,0,1036.4916083916082
never,never,never,always,5,6,Q,Q,K,2,22,3,1450.9685314685314
always,always,always,never,2,3,5,7,8,2,3,3,867.8335664335665
never,never,sometimes,sometimes,2,4,T,Q,A,2,3,3,454.5153846153846
never,always,never,never,4,7,Q,K,A,2,22,0,457.8461538461538
never,never,never,never,2,7,7,8,K,1,2,0,635.5881118881118
never,never,always,always,2,T,Q,K,A,2,22,3,1786.0
never,sometimes,never,sometimes,2,7,T,J,Q,1,2,0,1194.8729603729603
never,sometimes,never,never,3,6,8,K,A,2,2,3,456.63496503496503
never,never,always,never,2,5,8,K,A,1,2,0,523.2503496503497
never,never,never,never,5,8,J,Q,A,2,22,3,223.22257053291537
never,never,never,never,3,6,8,9,J,1,2,3,223.22257053291537
never,never,never,never,5,6,6,7,J,1,1,0,544.4461538461538
never,always,sometimes,never,2,7,9,9,A,3,3,3,787.5923076923077
never,never,sometimes,sometimes,2,3,J,Q,A,1,1,0,321.5874125874126
never,never,never,never,5,9,T,J,A,2,22,0,200.3746081504702
never,sometimes,never,never,4,5,7,7,J,2,2,0,1213.9312354312353
never,always,sometimes,never,3,4,9,9,Q,1,2,0,787.8951048951049
never,always,always,sometimes,4,7,7,7,T,2,22,0,1897.025641025641
always,sometimes,never,sometimes,3,5,7,T,J,1,2,3,917.7951048951049
always,never,always,never,4,5,5,9,T,2,22,3,521.1307692307691
never,never,never,never,6,8,9,T,J,2,2,3,49.53761755485893
always,never,sometimes,sometimes,3,8,9,T,Q,1,2,0,1774.4
never,sometimes,sometimes,always,4,5,9,Q,A,1,2,3,987.4384615384615
always,always,never,never,4,5,T,Q,A,2,2,3,321.2846153846154
never,always,always,never,7,7,T,J,K,1,2,0,657.3895104895105
never,never,never,never,2,3,9,Q,K,1,2,0,150.63479623824452
never,sometimes,never,sometimes,3,4,6,7,8,2,3,3,545.9601398601399
never,never,always,sometimes,3,7,7,8,J,2,22,0,1398.558275058275
sometimes,never,sometimes,sometimes,4,8,9,Q,A,2,2,0,1626.6620046620046
never,never,never,never,4,8,J,Q,A,2,3,4,221.6050156739812
never,always,always,sometimes,3,6,Q,K,A,2,3,3,1056.4762237762238
never,sometimes,sometimes,never,2,6,8,A,A,1,2,3,1113.402097902098
never,never,always,always,2,3,8,Q,A,2,22,0,720.6741258741258
never,always,always,never,4,5,7,8,A,2,2,0,1113.704895104895
never,always,always,always,4,5,6,T,J,2,2,0,1325.3030303030303
never,never,sometimes,never,2,6,9,9,Q,2,2,0,1299.6934731934732
always,always,always,always,2,6,T,J,Q,2,22,0,1040.7307692307693
never,never,never,never,8,T,T,A,A,2,2,0,1612.9638694638695
never,never,never,never,5,5,8,9,J,1,2,0,505.08251748251746
never,never,sometimes,never,3,3,6,T,A,1,2,0,1156.7564102564102
never,always,sometimes,never,5,6,T,K,K,1,1,0,1542.090909090909
never,sometimes,never,never,3,7,9,J,K,1,2,0,249.10344827586206
never,always,always,never,5,6,6,9,Q,1,2,0,1293.1421911421912
never,never,never,never,3,6,Q,K,K,2,2,0,1033.1608391608393
never,never,never,never,3,6,9,Q,Q,2,2,0,948.9832167832168
never,never,never,never,2,4,9,J,K,2,2,0,127.38244514106583
never,sometimes,always,never,2,4,5,7,T,1,2,0,238.99373040752351
never,sometimes,always,always,3,4,8,9,J,2,3,3,1233.5850815850815
never,sometimes,never,never,4,5,9,A,A,1,2,0,1114.916083916084
never,never,never,sometimes,3,5,6,7,Q,2,3,3,1745.4
never,never,never,never,4,7,7,7,9,2,22,0,1677.597902097902
never,never,never,never,4,6,7,9,T,2,2,0,816.0552447552448
never,never,never,always,4,6,9,J,A,2,2,3,1854.0156617071261
always,never,never,never,2,4,5,6,8,1,2,0,123.3385579937304
always,always,always,always,5,5,T,J,A,1,1,0,1928.8205128205127
never,sometimes,never,always,4,8,9,J,A,1,2,3,1241.923076923077
never,always,never,sometimes,3,5,8,J,Q,2,3,3,693.1195804195804
always,never,always,never,2,3,7,7,A,1,2,0,1523.628205128205
never,always,never,never,2,3,3,Q,Q,3,3,3,1803.89193422083
never,always,always,always,3,4,8,Q,A,1,1,0,1575.4428904428905
never,sometimes,always,sometimes,2,6,6,8,T,1,2,0,1339.5967365967367
never,never,never,always,2,4,T,Q,K,2,22,0,440.8895104895105
never,never,sometimes,sometimes,2,5,7,T,J,2,2,0,882.6706293706294
never,never,never,never,2,3,4,7,A,2,3,4,238.79153605015674
never,sometimes,never,never,3,5,J,J,A,2,2,0,1386.051282051282
never,always,never,always,2,9,9,T,K,2,2,0,1359.2505827505827
always,sometimes,never,never,4,5,J,K,A,2,22,3,324.3125874125874
never,sometimes,always,always,3,4,9,J,Q,1,2,0,1482.5337995337995
never,always,sometimes,sometimes,5,8,T,T,Q,1,2,0,1475.3869463869464
never,always,always,never,4,5,8,Q,A,1,2,0,984.7132867132867
never,always,never,never,5,5,6,7,7,2,2,0,1215.7179487179487
never,always,always,always,6,8,9,Q,K,1,1,0,1038.0055944055944
never,always,always,always,2,8,8,9,A,1,2,0,1899.0128205128206
never,always,sometimes,never,2,3,3,T,A,1,2,3,1156.7564102564102
never,never,never,never,3,3,6,9,T,1,2,0,358.5286713286713
never,always,sometimes,always,J,Q,Q,Q,A,1,1,0,1922.4615384615386
never,sometimes,never,never,4,6,T,J,K,2,2,0,457.5433566433567
always,never,never,never,3,6,7,8,T,2,2,0,273.13986013986016
never,sometimes,never,sometimes,4,5,6,9,A,2,2,0,241.42006269592477
never,always,sometimes,never,9,T,T,J,K,2,2,0,1542.090909090909
never,always,always,always,2,4,6,Q,K,1,1,0,1039.5195804195805
never,always,sometimes,never,4,7,7,7,K,1,2,0,1898.2179487179487
never,sometimes,sometimes,never,2,6,8,K,A,2,22,3,323.706993006993
never,always,always,always,5,6,J,Q,A,2,2,0,1107.0433566433567
never,always,never,never,4,7,9,T,K,2,2,0,241.8244514106583
never,never,never,never,3,4,6,A,A,2,2,0,1117.3384615384616
never,never,never,never,3,5,9,T,A,2,2,3,216.95454545454547
never,never,sometimes,never,3,4,6,8,J,2,2,0,571.0923076923077
never,sometimes,sometimes,always,7,8,9,T,J,1,1,0,1774.4
never,sometimes,sometimes,always,2,5,6,T,Q,2,2,0,1661.2307692307693
never,sometimes,sometimes,never,3,8,Q,K,K,2,2,3,1056.779020979021
never,always,never,always,2,4,4,T,Q,1,2,0,1436.6748251748252
never,never,always,never,2,7,7,8,A,1,1,0,657.6923076923076
never,never,never,never,2,6,8,J,A,1,2,3,247.4858934169279
never,never,never,never,4,6,7,8,K,2,2,0,1022.5629370629371
never,always,always,always,2,2,7,T,J,1,1,0,1415.829836829837
never,always,always,never,6,7,8,9,K,1,2,3,1035.5832167832168
never,sometimes,sometimes,never,3,6,7,Q,A,1,2,0,984.4104895104895
always,sometimes,sometimes,sometimes,3,6,T,Q,A,2,2,0,921.1258741258741
never,never,never,never,3,7,7,7,9,1,2,0,1677.923076923077
always,never,always,always,5,8,9,J,Q,1,2,0,1774.4
never,never,sometimes,never,5,8,8,T,J,2,3,3,1246.6876456876457
always,always,always,never,7,7,T,J,J,2,2,0,1399.1538461538462
never,always,always,never,4,5,J,A,A,2,2,0,1120.972027972028
always,sometimes,always,sometimes,7,8,9,Q,K,2,22,3,971.3902097902098
never,never,never,never,3,6,T,T,J,2,22,3,1338.4055944055945
always,always,always,always,2,5,7,8,K,1,1,0,833.6174825174825
never,never,sometimes,sometimes,4,5,6,8,J,2,2,0,1246.6876456876457
never,never,never,never,2,7,J,Q,K,1,2,0,374.5769230769231
never,sometimes,sometimes,always,2,3,6,8,9,2,3,3,1665.8916083916083
never,never,always,always,3,7,8,9,J,2,3,3,1774.4
never,sometimes,sometimes,always,2,3,5,A,A,1,2,0,1580.8030303030303
never,always,always,never,6,8,J,K,A,2,3,3,1120.3664335664334
never,always,always,always,4,4,6,8,9,1,2,0,1656.027972027972
never,never,always,always,2,5,6,7,9,1,2,0,1757.0
never,always,sometimes,never,2,4,4,K,A,2,2,3,1163.3076923076924
never,never,sometimes,sometimes,2,6,7,9,Q,1,2,0,654.0587412587413
always,always,always,always,7,8,J,Q,A,2,22,3,1713.5839160839162
never,sometimes,sometimes,sometimes,2,2,3,4,6,2,3,3,1168.667832167832
never,never,never,sometimes,2,4,6,8,8,2,22,0,1231.2027972027972
always,always,always,sometimes,3,4,6,Q,Q,1,2,3,1552.811188811189
never,never,never,always,2,7,J,J,Q,2,2,0,893.2685314685315
never,never,never,never,4,4,6,8,Q,2,3,3,1182.9615384615386
never,never,never,never,4,4,5,7,A,2,2,0,454.5153846153846
never,always,always,always,5,7,8,J,A,3,3,3,1848.0297572435395
never,always,always,always,2,3,4,8,T,2,2,3,1838.754894283477
never,never,never,never,2,2,4,T,Q,2,2,0,1313.3916083916083
never,never,never,always,3,4,5,T,A,2,3,4,1842.7016444792482
always,never,always,always,3,4,T,Q,A,1,2,0,1057.081818181818
always,never,sometimes,never,2,5,9,K,A,2,22,3,856.9328671328672
never,sometimes,sometimes,sometimes,5,6,9,J,K,1,2,0,249.10344827586206
always,always,sometimes,always,3,3,T,J,J,2,2,3,1620.7062937062938
never,sometimes,sometimes,always,2,2,4,5,Q,2,3,3,321.5874125874126
never,always,sometimes,sometimes,3,5,9,T,A,2,3,3,848.4545454545455
never,always,sometimes,sometimes,2,4,9,K,A,3,4,4,1608.7948717948718
never,always,sometimes,never,2,5,6,K,K,1,2,0,1506.3566433566434
never,never,sometimes,never,2,3,J,K,K,1,2,0,1057.3846153846152
never,sometimes,sometimes,never,2,3,4,8,9,2,2,0,341.57202797202797
never,always,always,always,3,5,9,J,Q,3,3,3,787.8951048951049
always,sometimes,never,sometimes,2,5,J,K,A,2,3,3,990.7692307692307
never,sometimes,never,sometimes,2,5,9,J,A,1,2,0,918.4006993006993
never,never,never,never,3,5,5,9,K,1,1,0,523.5531468531469
always,never,sometimes,always,2,5,6,J,A,2,3,3,1641.937062937063
never,never,never,never,3,5,7,9,K,2,3,3,523.5531468531469
never,never,never,never,2,3,4,5,K,3,3,3,297.0608391608392
never,never,never,never,4,5,7,J,K,2,22,0,370.94335664335665
never,sometimes,always,always,2,6,J,Q,A,1,2,3,1107.3461538461538
never,never,always,never,3,3,6,K,A,2,2,0,390.92797202797203
never,always,always,sometimes,4,4,T,T,A,2,3,3,1884.3076923076924
never,sometimes,sometimes,sometimes,4,5,T,A,A,1,2,3,1600.4568764568764
never,never,never,never,3,5,7,8,K,2,22,3,432.10839160839157
never,never,never,always,6,9,J,J,A,2,2,0,1620.1107226107226
never,never,always,never,5,7,7,T,A,2,22,0,1215.7179487179487
never,never,never,never,2,4,6,6,8,1,1,0,541.4181818181819
never,sometimes,sometimes,sometimes,2,4,4,5,Q,1,2,0,453.606993006993
sometimes,sometimes,always,sometimes,2,2,5,Q,K,2,22,3,1562.9358974358975
never,sometimes,never,always,5,9,T,J,Q,2,3,3,1780.2
never,always,sometimes,never,4,7,8,J,Q,2,2,0,426.96083916083916
never,sometimes,sometimes,sometimes,3,3,7,J,A,2,22,0,1202.6153846153845
never,sometimes,never,never,3,3,4,T,Q,1,1,0,391.2307692307692
never,sometimes,never,sometimes,4,6,8,J,K,2,2,0,704.0202797202797
never,never,never,never,4,7,8,K,A,1,2,0,256.1802507836991
never,never,always,never,3,4,5,7,J,1,2,0,612.2727272727273
never,never,never,never,3,4,5,J,J,2,2,0,867.8335664335665
never,sometimes,sometimes,always,3,6,9,Q,Q,1,2,3,1711.3076923076924
never,sometimes,sometimes,sometimes,5,6,7,K,A,1,1,0,1510.525641025641
never,always,always,always,2,3,5,8,K,2,2,0,1647.6818181818182
always,always,sometimes,never,2,5,7,9,K,2,2,0,835.4342657342658
never,never,never,never,2,3,6,7,9,2,3,4,380.63286713286715
never,sometimes,never,never,2,4,5,7,K,1,1,0,302.2083916083916
never,always,sometimes,never,4,6,T,J,A,2,2,0,917.7951048951049
never,sometimes,always,always,2,2,T,J,Q,2,22,3,1639.8776223776224
never,always,always,sometimes,8,T,J,Q,K,1,2,0,1683.8846153846155
always,always,always,always,2,3,6,J,Q,2,2,0,1639.8776223776224
never,never,never,never,6,9,J,J,Q,2,22,3,920.8230769230769
never,never,never,never,8,8,9,K,K,1,2,0,1529.5839160839162
never,sometimes,always,never,4,6,7,J,K,2,22,0,1039.8223776223776
never,never,sometimes,never,6,6,8,8,T,2,22,3,1254.43006993007
never,never,always,never,3,5,9,Q,K,1,1,0,254.56269592476488
never,never,never,always,4,8,9,J,J,2,2,3,1796.195771339076
never,never,never,sometimes,2,3,4,5,8,2,3,4,1803.4314800313234
never,always,always,always,3,4,5,9,A,2,3,3,1733.8
never,sometimes,sometimes,always,4,5,6,T,T,1,1,0,1892.2564102564102
always,always,always,always,4,4,8,J,J,2,22,3,1914.1153846153845
always,always,never,never,4,7,7,Q,Q,1,2,0,1458.1153846153848
never,sometimes,always,never,3,4,7,T,Q,2,22,3,255.9780564263323
never,never,never,never,4,6,7,8,A,2,2,3,253.34952978056427
never,never,never,always,6,6,7,T,A,2,2,0,1340.1923076923076
never,never,never,never,3,4,5,5,A,1,2,0,519.9195804195804
never,never,never,never,8,J,Q,Q,Q,2,2,0,1713.5839160839162
never,sometimes,sometimes,never,5,9,T,K,A,2,22,0,390.62517482517484
never,never,never,never,8,T,Q,Q,Q,2,2,0,1710.332167832168
never,sometimes,never,never,3,6,9,K,A,2,3,3,790.0146853146853
never,always,always,always,2,4,7,K,A,2,2,0,1122.7888111888112
never,never,never,never,2,7,T,K,A,2,3,4,857.2356643356643
never,never,never,never,5,7,J,Q,K,2,3,3,154.2742946708464
sometimes,always,always,never,7,9,Q,K,A,2,2,0,1635.0
never,never,sometimes,never,3,6,9,K,K,1,2,3,1521.2459207459208
never,always,always,sometimes,4,9,K,A,A,2,22,0,1576.0384615384614
never,sometimes,sometimes,never,2,3,4,Q,A,2,22,3,786.0783216783217
never,always,never,never,2,4,6,8,K,1,1,0,589.8657342657343
never,always,never,sometimes,3,4,5,T,K,1,1,0,855.7216783216783
never,always,sometimes,never,4,5,7,T,A,1,1,0,449.36783216783215
never,always,sometimes,never,2,2,9,T,J,1,2,0,1312.7960372960374
always,always,never,sometimes,2,2,8,Q,K,1,2,0,1365.801864801865
never,always,never,never,4,6,7,7,Q,1,1,0,626.5041958041959
always,always,always,always,3,3,5,7,Q,2,2,0,1918.4871794871794
never,never,never,never,3,8,T,T,A,1,1,0,1320.5384615384614
never,always,always,sometimes,3,6,7,7,A,2,22,0,1895.8333333333333
never,always,never,never,5,6,8,T,T,1,2,0,1892.2564102564102
never,never,never,never,2,4,5,Q,A,1,2,0,206.6426332288401
never,sometimes,sometimes,sometimes,3,4,Q,K,K,2,2,0,1497.423076923077
never,never,never,never,4,4,6,J,A,1,1,0,1143.6538461538462
never,always,always,always,3,8,K,A,A,2,2,0,1602.2435897435898
never,always,never,always,3,4,8,J,Q,2,3,3,973.5097902097903
always,never,never,never,4,6,7,T,Q,2,3,3,224.43573667711598
never,never,never,never,5,6,8,9,J,2,22,0,347.9307692307692
never,never,never,never,2,2,4,8,Q,2,22,0,293.73006993006993
never,never,never,never,3,4,4,8,9,1,2,0,414.54615384615386
never,never,never,never,3,6,7,J,Q,1,2,3,91.7962382445141
never,always,always,never,8,9,T,Q,Q,1,2,0,1449.7773892773894
never,never,always,never,5,6,7,9,A,1,2,0,380.63286713286715
never,never,never,never,3,5,5,6,Q,2,22,0,520.827972027972
never,sometimes,sometimes,always,2,6,9,T,Q,2,2,0,1475.9825174825176
